t,q_1,q_2,q_3,q_4,P_theta_x,P_theta_y,P_theta_z,P_beta_x,P_beta_y,P_beta_z,q_true_1,q_true_2,q_true_3,q_true_4,b_x,b_y,b_z,b_true_x,b_true_y,b_true_z
2.830000000000000071e+01,3.029375462379004236e-01,-1.903419937194131056e-03,-1.962685088193138593e-03,-9.530064889281433249e-01,2.519668817734259294e-05,2.298575693830543889e-05,2.082063035451943022e-05,3.538318645131860422e-06,3.539082434730813825e-06,3.529867929571489630e-06,3.065752099999999869e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.518464399999999603e-01,4.495315980114791138e-03,-6.439890845328395154e-03,-1.403999296878153530e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.835000000000000142e+01,2.972868352508059586e-01,-4.529116222681779181e-04,-1.997933439101500300e-03,-9.547860182887030200e-01,2.519628563167328588e-05,2.306156200246352311e-05,2.074442728115563059e-05,3.532567362134985546e-06,3.533423059522395947e-06,3.524065563755559717e-06,3.018121699999999907e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.533674100000000262e-01,4.479103968800799036e-03,-6.351136383370900411e-03,-1.384828607125379541e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.839999999999999858e+01,2.926029219693163652e-01,-2.335149325144902661e-03,-1.111011908467411831e-03,-9.562305385131697477e-01,2.519588700641727904e-05,2.311760194856982557e-05,2.068804206606717806e-05,3.526836459873211838e-06,3.527781412925321068e-06,3.518285561643724584e-06,2.970415800000000273e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.548645500000000341e-01,4.431439009245685505e-03,-6.438617426043921274e-03,-1.348685843479781104e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.844999999999999929e+01,2.858505522529593557e-01,-2.447745612080591809e-03,-8.142796496391686324e-04,-9.582707379789643376e-01,2.519549228219366578e-05,2.320317632476654292e-05,2.060205740583739121e-05,3.521125774365807432e-06,3.522160084247387376e-06,3.512525332783556962e-06,2.922635599999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.563378099999999549e-01,4.396171177514261903e-03,-6.425994386688583040e-03,-1.319150080577438221e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.850000000000000000e+01,2.809555748924384422e-01,-2.645564392929719566e-03,9.814062486669689490e-04,-9.597166262849035068e-01,2.519516164777821330e-05,2.327475941078423758e-05,2.053005526863938124e-05,3.515435233235846640e-06,3.516558412033052755e-06,3.506785106875827414e-06,2.874782399999999960e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.577871700000000210e-01,4.422092826887457674e-03,-6.435420444577129306e-03,-1.243403230874938004e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.855000000000000071e+01,2.744296782254867506e-01,-1.168730779924177961e-03,1.786306048886945582e-03,-9.616048018225156202e-01,2.519460532200759595e-05,2.333734041733578644e-05,2.046727426486328447e-05,3.509764696748604851e-06,3.510971118973537296e-06,3.501070755409280532e-06,2.826857300000000239e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.592125799999999813e-01,4.307021509084928146e-03,-6.225572283869298257e-03,-1.205597635206679232e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.860000000000000142e+01,2.706835365377833202e-01,-1.820914652190692377e-03,9.907711302251972618e-04,-9.626661548479802377e-01,2.519454080407451956e-05,2.341389482815598098e-05,2.038993592829944489e-05,3.504114044986618214e-06,3.505412306743506351e-06,3.495367454610060995e-06,2.778861499999999984e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.606140100000000182e-01,4.436183575098908392e-03,-6.312345741119835228e-03,-1.321130795030968147e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.864999999999999858e+01,2.682364196095983755e-01,1.391120354462106181e-03,4.818477426079370942e-04,-9.633519895666049493e-01,2.519432674855336785e-05,2.347048177799589250e-05,2.033283505609232285e-05,3.498483279059368599e-06,3.499857013504228514e-06,3.489700633947269861e-06,2.730796300000000176e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.619914299999999807e-01,4.621850761893082742e-03,-6.153402907554104441e-03,-1.337455226523904866e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.869999999999999929e+01,2.634338803934566653e-01,5.130799291763235006e-04,-4.303442391932730399e-03,-9.646677188511136869e-01,2.519417745333268105e-05,2.350722699418198618e-05,2.029540280707203446e-05,3.492872140287417545e-06,3.494306941183916080e-06,3.484068363051087873e-06,2.682662800000000236e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.633448000000000011e-01,4.590315675946112645e-03,-6.185287062965185399e-03,-1.509865230280877909e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.875000000000000000e+01,2.584516955807510952e-01,-1.475307967935715224e-03,-3.694856554035981858e-03,-9.660159898018664260e-01,2.519341707984231653e-05,2.355719644162245451e-05,2.024540332962110540e-05,3.487280277359498546e-06,3.488785707820794288e-06,3.478446250232868282e-06,2.634462200000000087e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.646740799999999894e-01,4.573475207775417120e-03,-6.334998203405077175e-03,-1.272063443767909282e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.880000000000000071e+01,2.525902632653316826e-01,-2.496131301548462807e-03,-2.771272481042405967e-03,-9.675661467212004485e-01,2.519301663238225348e-05,2.361250718626142412e-05,2.018973735409152422e-05,3.481708093484295830e-06,3.483286734836980482e-06,3.472840001615238746e-06,2.586195800000000156e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.659792499999999560e-01,4.508861527787236083e-03,-6.375699265107804062e-03,-1.199257293713332966e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.885000000000000142e+01,2.482631033667856701e-01,-2.671897783603115022e-03,-4.958090401649736106e-04,-9.686888285937452769e-01,2.519277000219197053e-05,2.366832874090420312e-05,2.013342923279910651e-05,3.476155472941645792e-06,3.477812392694122357e-06,3.467247421422442850e-06,2.537864699999999862e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.672602700000000331e-01,4.529036761288227943e-03,-6.404695820136079021e-03,-1.082952894555294296e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.889999999999999858e+01,2.438043186815999352e-01,2.251382116861497273e-04,-2.077146324365742799e-03,-9.698221945120321097e-01,2.519268984936338574e-05,2.371868107822590007e-05,2.008233929930719887e-05,3.470621991169197909e-06,3.472352575378853285e-06,3.461678858516930230e-06,2.489470199999999911e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.685171000000000197e-01,4.526925863684506078e-03,-6.280989658538657476e-03,-1.100151075655439112e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.894999999999999929e+01,2.373592828424288259e-01,-7.640243529612075453e-04,-2.766587492671856476e-03,-9.714176924006281411e-01,2.519236704589486678e-05,2.378799635815788573e-05,2.001255631770333071e-05,3.465107857423862161e-06,3.466910045984934693e-06,3.456130933320109542e-06,2.441013400000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.697497299999999765e-01,4.506738767295864583e-03,-6.260714322965434467e-03,-1.110006610429542821e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.900000000000000000e+01,2.326875339768433859e-01,-2.389240777824344804e-03,-4.056742113447613617e-03,-9.725401513067242210e-01,2.519215884049848879e-05,2.384337395595773754e-05,1.995665714283140904e-05,3.459612857327572875e-06,3.461487189997498426e-06,3.450600991829956276e-06,2.392495600000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.709581099999999854e-01,4.524989326661279718e-03,-6.359069822196135140e-03,-1.193714105069831541e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.905000000000000071e+01,2.269642363465735058e-01,4.772027681273034380e-04,-2.836184338342205222e-03,-9.738988467780079761e-01,2.519178437040001448e-05,2.389300249597798597e-05,1.990664324441540685e-05,3.454136768715044529e-06,3.456080356170063605e-06,3.445093267430889141e-06,2.343918000000000113e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.721422100000000066e-01,4.447025725127101009e-03,-6.254402107652845891e-03,-1.030584601799544413e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.910000000000000142e+01,2.218251123743880393e-01,-1.719579348934347504e-03,-5.205684598965050654e-03,-9.750710555722639228e-01,2.519127931897981071e-05,2.396203261658434857e-05,1.983733015741290042e-05,3.448679750938131904e-06,3.450697179129478608e-06,3.439599334152447278e-06,2.295281799999999983e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.733020199999999900e-01,4.510206193253338790e-03,-6.347970503327094068e-03,-9.727165686630100073e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.914999999999999858e+01,2.168133311434002064e-01,-1.202811989490300054e-03,-2.087853881188585399e-03,-9.762101072760879239e-01,2.519095245530681809e-05,2.402837093587242224e-05,1.977060276048471876e-05,3.443241417847130057e-06,3.445324716843005886e-06,3.434132162596850610e-06,2.246588200000000091e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.744374900000000173e-01,4.613871626685094735e-03,-6.297388445267207771e-03,-8.453515667880229191e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.919999999999999929e+01,2.125678648296452922e-01,-3.379151138273725962e-04,-1.530401623056940053e-03,-9.771450488673693036e-01,2.519080784594545378e-05,2.407626563825761772e-05,1.972211235928010201e-05,3.437821850673153385e-06,3.439963970138157905e-06,3.428690920397167801e-06,2.197838500000000028e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.755485900000000488e-01,4.696682219158670145e-03,-6.200616524742567047e-03,-8.616924414960281612e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.925000000000000000e+01,2.080214371442616061e-01,1.734109212650803171e-03,-3.675220838116252924e-03,-9.781158250971433432e-01,2.519077161786484280e-05,2.412810989908258812e-05,1.966954182191399966e-05,3.432420991746197879e-06,3.434619313074428126e-06,3.423271291934277393e-06,2.149033800000000050e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.766353100000000342e-01,4.805358071850686016e-03,-6.070831546881943867e-03,-9.190555000836434429e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.930000000000000071e+01,2.071486130417409810e-01,3.445476679157015941e-04,-2.499397391455011625e-03,-9.783062334537521165e-01,2.519045944716197431e-05,2.414767703776923263e-05,1.964949647172438267e-05,3.427038601545393207e-06,3.429289982039451630e-06,3.417873802025293218e-06,2.100175400000000026e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.776976200000000450e-01,4.968833006978273618e-03,-6.144294149366369764e-03,-9.345319752192241154e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.935000000000000142e+01,2.010509783065035638e-01,-5.975166188205033877e-04,8.144766264759207945e-05,-9.795805941637301117e-01,2.519007352067085528e-05,2.419804522686818735e-05,1.959865219523300477e-05,3.421674555417237755e-06,3.423971661690945280e-06,3.412502568083901514e-06,2.051264499999999880e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.787354799999999910e-01,5.019837386840051395e-03,-6.203602396226566215e-03,-8.414616904041363667e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.939999999999999858e+01,1.955543321553399050e-01,-8.548445568806797834e-05,1.639034552094566395e-03,-9.806914955445591442e-01,2.518989948887748447e-05,2.423866742254246901e-05,1.955749749033975206e-05,3.416328986409699799e-06,3.418675586683487124e-06,3.407144984586362874e-06,2.002302199999999865e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.797488699999999939e-01,5.025608127916401414e-03,-6.157753859609922491e-03,-7.820862949884947648e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.944999999999999929e+01,1.903822486746598597e-01,-2.462922026489305742e-03,4.199266814934606126e-04,-9.817068590298498876e-01,2.518959116692377214e-05,2.427373248583524076e-05,1.952203513603981648e-05,3.411001670269126886e-06,3.413403103848353616e-06,3.401800273260552224e-06,1.953290000000000026e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.807377699999999532e-01,4.983783047982516708e-03,-6.190169390269322641e-03,-8.376176849092846965e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.950000000000000000e+01,1.856479030111012896e-01,-3.855058378963792387e-03,2.079203946505082164e-03,-9.826065700693358274e-01,2.518915849820455016e-05,2.432429980809263780e-05,1.947116226545939408e-05,3.405692487114839265e-06,3.408154000849439619e-06,3.396468303615462515e-06,1.904228900000000113e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.817021599999999903e-01,5.052873736440478304e-03,-6.196279859127934442e-03,-8.883461915683700354e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.955000000000000071e+01,1.792330018655323709e-01,-3.604044819336371577e-03,3.550848472998262631e-03,-9.837936436968538478e-01,2.518843538652864548e-05,2.437937951650134325e-05,1.941608248907400762e-05,3.400401325043961140e-06,3.402917981321035190e-06,3.391159224059204351e-06,1.855120199999999997e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.826420000000000154e-01,5.073425874061972436e-03,-6.043253584250175316e-03,-8.386140898855705622e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.960000000000000142e+01,1.748315254104175487e-01,-2.075783200442869215e-03,1.561743845673531405e-03,-9.845949369171731469e-01,2.518839354582424510e-05,2.442867829973294073e-05,1.936612009140028162e-05,3.395128246972612442e-06,3.397700542343092546e-06,3.385867327340012381e-06,1.805965099999999879e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.835572700000000390e-01,5.191780712946005190e-03,-5.992128576248458016e-03,-8.871688159849793745e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.964999999999999858e+01,1.723503739969457216e-01,-2.498781182839468658e-03,1.947341839217277921e-03,-9.850306150244643177e-01,2.518821930048306692e-05,2.444252285985815977e-05,1.935171735856885315e-05,3.389873100952518382e-06,3.392495064495747220e-06,3.380599713923736010e-06,1.756764899999999907e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.844479499999999605e-01,5.206366127117539183e-03,-6.024807185547767334e-03,-9.141326055636313664e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.969999999999999929e+01,1.664793645855920101e-01,-1.302003553419266721e-03,2.236242923445030343e-03,-9.860415433294440479e-01,2.518809677492216543e-05,2.448724023745459168e-05,1.930635334604978806e-05,3.384635815236952138e-06,3.387308491302817820e-06,3.375348763874631470e-06,1.707520700000000058e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.853140299999999518e-01,5.216073488816361410e-03,-6.007997096123273567e-03,-8.768510842895755339e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.975000000000000000e+01,1.608419546499100516e-01,-3.570201923468397081e-03,1.231943862363003590e-03,-9.869729487665516166e-01,2.518752479555138720e-05,2.452476788499286680e-05,1.926868670259887696e-05,3.379416218816624842e-06,3.382139957296817053e-06,3.370114487242230529e-06,1.658233899999999872e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.861554700000000340e-01,5.178248351868766641e-03,-5.994123806500040001e-03,-9.883645649098680552e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.980000000000000071e+01,1.567596566486305076e-01,-2.071442783616652197e-03,1.057334121726482461e-03,-9.876340421516225376e-01,2.518722972270246056e-05,2.456989089678094322e-05,1.922313801119735163e-05,3.374214235007545681e-06,3.376991308360423365e-06,3.364895045547899332e-06,1.608905599999999880e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.869722499999999954e-01,5.292073663954487313e-03,-5.866151145838200895e-03,-9.794924047908501376e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.985000000000000142e+01,1.504277925488941847e-01,-3.819670743945336160e-03,1.767613252677481712e-03,-9.886120396230585472e-01,2.518683452531030181e-05,2.461046336607967063e-05,1.918222352288738761e-05,3.369029869631958246e-06,3.371852178346543434e-06,3.359701130857826123e-06,1.559537099999999954e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.877643600000000079e-01,5.271569269182384970e-03,-5.892158147808065904e-03,-9.979498830167594665e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.989999999999999858e+01,1.467420423790357364e-01,-4.390981045641308839e-03,-1.033433992167433983e-03,-9.891645082078459605e-01,2.518649187644454230e-05,2.463699320165458619e-05,1.915534247994655153e-05,3.363862970670360325e-06,3.366733380755219503e-06,3.354521526633815035e-06,1.510129600000000016e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.885317799999999711e-01,5.287146806351340246e-03,-5.914640336862245218e-03,-1.066211560294089188e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
2.994999999999999929e+01,1.405981789280600358e-01,-1.335826114464957722e-03,-3.797214630253462845e-03,-9.900585582740835111e-01,2.518659278419111059e-05,2.468022200834618304e-05,1.911127760729548243e-05,3.358713416667383705e-06,3.361630185084847127e-06,3.349360991159310080e-06,1.460684299999999991e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.892744900000000063e-01,5.294468328279920699e-03,-5.810300698051473409e-03,-1.122016449868549299e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.000000000000000000e+01,1.385628314141489903e-01,3.829094749223857768e-04,-1.214666365775531054e-03,-9.903528258739145995e-01,2.518623457412908168e-05,2.470063305949376012e-05,1.909052278698972229e-05,3.353581022742902467e-06,3.356543466033830798e-06,3.344218014720657762e-06,1.411202599999999974e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.899924599999999630e-01,5.371992714026556544e-03,-5.717681978537411322e-03,-1.006977770786025546e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.005000000000000071e+01,1.360090374487981091e-01,-1.789158344280619099e-03,-9.525426563721876285e-04,-9.907055230022482339e-01,2.518585365575686189e-05,2.471763457268929417e-05,1.907312646190059479e-05,3.348465920976256548e-06,3.351468198754574703e-06,3.339097858239078008e-06,1.361685499999999993e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.906856800000000129e-01,5.410220032345089587e-03,-5.814629109907656739e-03,-9.372235942729530535e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.010000000000000142e+01,1.293190991089544772e-01,-1.980235012311056583e-03,-7.039457461025488939e-05,-9.916010509875169410e-01,2.518571507646653236e-05,2.475224891705198521e-05,1.903789494647941256e-05,3.343367962369963741e-06,3.346407093175264725e-06,3.333997016651930288e-06,1.312134399999999868e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.913541399999999948e-01,5.346425469743826438e-03,-5.876554458477849414e-03,-9.301233700650879876e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.014999999999999858e+01,1.214953598356838665e-01,-2.734363686942486906e-03,2.319307483566371893e-03,-9.925855235728667791e-01,2.518555452841887062e-05,2.479183775504937377e-05,1.899779447301058050e-05,3.338287066314439556e-06,3.341365850099065052e-06,3.328909147083354657e-06,1.262550500000000075e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.919978099999999799e-01,5.229568416469756661e-03,-6.014219627632517474e-03,-8.317033018765554800e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.019999999999999929e+01,1.143937371334073777e-01,-2.633723597668488625e-03,-3.451641705565781693e-05,-9.934319982833657026e-01,2.518509568252063629e-05,2.483180866347046897e-05,1.895757855982186529e-05,3.333222942061688685e-06,3.336345343335905720e-06,3.323833803303938460e-06,1.212934999999999985e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.926166899999999682e-01,5.141130251119736816e-03,-5.986451153571904597e-03,-8.952937711776809806e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.025000000000000000e+01,1.105602716513730821e-01,-4.127355841012736969e-03,-7.023634098186205647e-04,-9.938606028773737666e-01,2.518455955867001013e-05,2.486045330862268003e-05,1.892877648804942541e-05,3.328175799485345374e-06,3.331342015534670729e-06,3.318774792792834621e-06,1.163289299999999971e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.932107399999999808e-01,5.152070607510039583e-03,-5.940433497627724789e-03,-1.020671324072543662e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.030000000000000071e+01,1.058740436957632258e-01,-1.057135341763269657e-03,1.488981177739660284e-05,-9.943789866618614193e-01,2.518429364159163104e-05,2.489447018509620939e-05,1.889431793380983574e-05,3.323145442979584165e-06,3.326350297397522775e-06,3.313737933574514064e-06,1.113614400000000060e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.937799699999999570e-01,5.211857282560588070e-03,-5.751586024513727358e-03,-1.017821439870783811e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.035000000000000142e+01,1.000323258580935043e-01,-1.102788085773170413e-03,-7.505055957285675485e-04,-9.949832935196494255e-01,2.518416787896836443e-05,2.492584572400561384e-05,1.886236257277018101e-05,3.318131979510805448e-06,3.321369636757303834e-06,3.308723248110406748e-06,1.063911699999999932e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.943243499999999679e-01,5.222031142746078221e-03,-5.763709920368206667e-03,-1.099722250387632962e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.039999999999999858e+01,9.515589406791670479e-02,-3.326016348319366079e-04,-1.012241974842936505e-03,-9.954618127113025183e-01,2.518405597529962611e-05,2.495502237562675303e-05,1.883263320168475537e-05,3.313135113642946593e-06,3.316404254748220728e-06,3.303726577620838703e-06,1.014182400000000067e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.948438800000000137e-01,5.293458243594914223e-03,-5.780824632558507689e-03,-1.058400371565307307e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.044999999999999929e+01,9.295399702786347196e-02,-5.382814171746703969e-04,-5.946835627275021130e-04,-9.956700814231187469e-01,2.518381596685641540e-05,2.497196572291778720e-05,1.881525939134500060e-05,3.308154748831972812e-06,3.311452022181231804e-06,3.298750150665340022e-06,9.644276999999999711e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.953385300000000546e-01,5.424351543035274732e-03,-5.863661790670560321e-03,-1.083938597426056761e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.050000000000000000e+01,8.855838926479168982e-02,-1.368284105612042325e-03,-2.489743728142242239e-03,-9.960669358359406367e-01,2.518366557878536327e-05,2.498596266353791327e-05,1.880069294821277350e-05,3.303190977248624682e-06,3.306511244694167369e-06,3.293795514200746120e-06,9.146490000000000176e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.958082999999999796e-01,5.418215787519186678e-03,-5.855825473843998159e-03,-1.154605447203159874e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.055000000000000071e+01,8.443252816682712825e-02,1.597846668006785943e-03,-2.607095560751302517e-04,-9.964278835439676074e-01,2.518332716077065195e-05,2.500025763902436694e-05,1.878601868912515053e-05,3.298243456833228126e-06,3.301588382229919754e-06,3.288855489728052954e-06,8.648472999999999578e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.962531799999999604e-01,5.405069212589715122e-03,-5.710385506429784506e-03,-1.070395169629563678e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.060000000000000142e+01,7.897034748089275247e-02,1.288022917281701762e-03,-8.351722611448999948e-05,-9.968761298378974178e-01,2.518297722356308059e-05,2.501808495080866919e-05,1.876780277960217111e-05,3.293312235362718038e-06,3.296681782545847416e-06,3.283931248051053931e-06,8.150240999999999736e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.966731399999999574e-01,5.343117846709921452e-03,-5.756960900580656258e-03,-1.051562160312559478e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.064999999999999858e+01,7.165057917779886487e-02,2.359608715604621584e-03,1.484695890919428794e-03,-9.974258982141513963e-01,2.518267826368816845e-05,2.504274030692892351e-05,1.874275551406057866e-05,3.288397323915316365e-06,3.291792017807128089e-06,3.279021874767176598e-06,7.651803999999999550e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.970681999999999601e-01,5.251970156470137964e-03,-5.702791812808542284e-03,-1.039023550992414485e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.069999999999999929e+01,6.740453708433660762e-02,1.854810074136132919e-03,7.954929338675827306e-04,-9.977236868246776025e-01,2.518237283114120451e-05,2.506324236629082851e-05,1.872188810279280303e-05,3.283498550103839485e-06,3.286918949095799691e-06,3.274127350126559453e-06,7.153176999999999452e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.974383199999999894e-01,5.296776698846832401e-03,-5.715914244617615984e-03,-1.055126560078060299e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.075000000000000000e+01,6.212566007912703053e-02,2.992223613114549166e-03,8.434045877516617570e-04,-9.980634937849812705e-01,2.518208756005566238e-05,2.508196176006933974e-05,1.870280096105478979e-05,3.278615929081308720e-06,3.282057739240002127e-06,3.269253189065132707e-06,6.654369999999999730e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.977835099999999846e-01,5.304701994350613341e-03,-5.592226907480893003e-03,-1.123668882754578829e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.080000000000000071e+01,5.518804729938495135e-02,9.263801170043212477e-04,4.163739310233389285e-04,-9.984754618356472822e-01,2.518177081137885849e-05,2.509986627047233846e-05,1.868453581052868291e-05,3.273749149900097423e-06,3.277210692258749478e-06,3.264396874470232800e-06,6.155396999999999952e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.981037600000000065e-01,5.229463688731663014e-03,-5.732138443444371838e-03,-1.119104340241476592e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.085000000000000142e+01,5.134556447933055767e-02,-1.465071140352614812e-03,-2.729567266943013285e-03,-9.986761417183188660e-01,2.518168237638161825e-05,2.511055397732033431e-05,1.867327473563578033e-05,3.268898504511008017e-06,3.272380131311480938e-06,3.259555534571863229e-06,5.656271000000000215e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.983990499999999546e-01,5.206249326637438918e-03,-5.752739910048904060e-03,-1.146541859275422136e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
3.089999999999999858e+01,4.519150233941438000e-02,-8.265291726858340574e-04,-4.272678673082241224e-03,-9.989688629696072963e-01,2.518141957250080173e-05,2.512406735077059932e-05,1.865933582695845458e-05,3.264063575135311731e-06,3.267563393054891061e-06,3.254731989350034080e-06,5.157003000000000281e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.986693800000000509e-01,5.121563914754523848e-03,-5.686012665530399725e-03,-1.173844440784149474e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
