t,q_1,q_2,q_3,q_4,P_theta_x,P_theta_y,P_theta_z,P_beta_x,P_beta_y,P_beta_z,q_true_1,q_true_2,q_true_3,q_true_4,b_x,b_y,b_z,b_true_x,b_true_y,b_true_z
1.104500000000000028e+02,-9.985018104201068834e-01,-2.728260240405755346e-03,-4.565067559659539975e-03,5.445963038807194456e-02,2.506816025559244481e-05,2.499552723456631534e-05,1.861820141213698930e-05,1.244527143028017309e-06,1.245601588665061497e-06,1.244251488102168147e-06,-9.987788399999999456e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.940466999999999775e-02,5.405589060044964367e-03,-1.231777468381922529e-03,1.057292054562551566e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.105000000000000000e+02,-9.980631063831635341e-01,-1.994953247401607278e-03,-4.384271227810542480e-03,6.202285066111909440e-02,2.506813109046358926e-05,2.497712507275355736e-05,1.863659835660080128e-05,1.244255813859700753e-06,1.245328681264401045e-06,1.243981584565743021e-06,-9.985193399999999775e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.439792999999999712e-02,5.368968672369052800e-03,-1.224448074979557878e-03,1.027131821255878761e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.105499999999999972e+02,-9.978032460338297494e-01,-6.136745063934634370e-04,-4.676706195432507943e-03,6.607899838159321526e-02,2.506812308150642061e-05,2.495998908016367057e-05,1.865374429916032861e-05,1.243984834497753947e-06,1.245055669619345586e-06,1.243712407097131446e-06,-9.982348699999999964e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.938982000000000289e-02,5.377867595440110129e-03,-1.222566093809962853e-03,1.002426702755096358e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.105999999999999943e+02,-9.975588183782478913e-01,-1.084643468484426318e-03,-2.074062082557593788e-03,6.979201738607107575e-02,2.506880703482435228e-05,2.494197633201751529e-05,1.867102242438177688e-05,1.243714182591590085e-06,1.244782981004887718e-06,1.243443652192292343e-06,-9.979254400000000524e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.438022999999999663e-02,5.404175142604004771e-03,-1.212219360693925739e-03,1.025845687318331862e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.106500000000000057e+02,-9.970647493987648824e-01,6.541247788715508736e-04,-2.007982182967370591e-03,7.653382020195144408e-02,2.506893048994087041e-05,2.491783357010019480e-05,1.869503216649058428e-05,1.243443863677047417e-06,1.244510681944298800e-06,1.243175200741235406e-06,-9.975910700000000242e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.936902999999999819e-02,5.404635857123993824e-03,-1.237527351061991528e-03,9.899923281531104562e-04,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.107000000000000028e+02,-9.965862105602538712e-01,1.073085051805999692e-03,-1.782215513624382146e-03,8.253240041031033314e-02,2.506892190034149494e-05,2.489839109628720284e-05,1.871450223042416696e-05,1.243173868872058625e-06,1.244238412293729096e-06,1.242907379901643675e-06,-9.972317499999999724e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.435609999999999442e-02,5.376082300142320629e-03,-1.241469464144343438e-03,1.016576657829722924e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.107500000000000000e+02,-9.961446117306167469e-01,-1.532502801239799808e-03,-5.796662712742276392e-04,8.771104800557874559e-02,2.506884741823375428e-05,2.487261314113031752e-05,1.874032115180715731e-05,1.242904213154278080e-06,1.243965994294513953e-06,1.242640415522140475e-06,-9.968475100000000477e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.934130999999999823e-02,5.385123001430498421e-03,-1.209053900946257566e-03,1.070581781368694710e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.107999999999999972e+02,-9.957376737200563932e-01,-3.558588894060645512e-04,1.599993211163494317e-03,9.221604264305505172e-02,2.506886545732959256e-05,2.484956572987121886e-05,1.876331992697611914e-05,1.242634905506008227e-06,1.243693860801112341e-06,1.242373887946951910e-06,-9.964383399999999780e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.432452999999999477e-02,5.394395122203865696e-03,-1.168788396125619534e-03,1.063457455693457001e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.108499999999999943e+02,-9.952727802137855129e-01,1.432962595646317073e-03,5.719447493529145835e-04,9.710670658056905213e-02,2.506875672902995412e-05,2.481487501997656410e-05,1.879805641453336239e-05,1.242365941900384555e-06,1.243421967072795058e-06,1.242107835735806806e-06,-9.960042700000000249e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.930565000000000031e-02,5.454491897148424674e-03,-1.192113909733320213e-03,1.081942352928889472e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.109000000000000057e+02,-9.948771120881430008e-01,1.754202233581348552e-03,1.995590236923460228e-03,1.010567772951749682e-01,2.506874644820770618e-05,2.479776038748898319e-05,1.881517303948202359e-05,1.242097288379359423e-06,1.243150739178802665e-06,1.241841847794306613e-06,-9.955452900000000271e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.428453000000000528e-02,5.462414645182015957e-03,-1.199746818608454909e-03,1.078712712207981509e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.109500000000000028e+02,-9.940805749159115079e-01,2.452498258746149511e-03,1.552883790590456944e-03,1.086065577167175944e-01,2.506884857468693253e-05,2.476672027571928295e-05,1.884606488308313422e-05,1.241828975362279258e-06,1.242879506883553386e-06,1.241576613422216146e-06,-9.950614300000000245e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.926105999999999818e-02,5.437610627455655848e-03,-1.194992896339381380e-03,1.073857061305397067e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.110000000000000000e+02,-9.936123008027598624e-01,3.907481542649763641e-03,1.303555550547114920e-03,1.127724612853975988e-01,2.506890887543047392e-05,2.473386579235458668e-05,1.887886523157388555e-05,1.241561001455906788e-06,1.242607852694417381e-06,1.241312450425506084e-06,-9.945526799999999668e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.042351100000000058e-01,5.478297381536761414e-03,-1.189193240510775205e-03,1.062302573860838184e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.110499999999999972e+02,-9.930246024894705537e-01,2.087597596085966241e-03,1.942325366627978148e-03,1.178728474207517141e-01,2.506855672470934703e-05,2.469734913482936849e-05,1.891570058985856480e-05,1.241293357883872549e-06,1.242336824018278454e-06,1.241048437718560185e-06,-9.940190800000000548e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.092065499999999995e-01,5.523514422910998957e-03,-1.193472608744246309e-03,1.123377168767267145e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.110999999999999943e+02,-9.926245204316772597e-01,1.046026464601680942e-03,2.076845572149435808e-03,1.212070706637519979e-01,2.506857646409487464e-05,2.467523610178492941e-05,1.893779091106311151e-05,1.241026066573122781e-06,1.242066228378464730e-06,1.240784721269929915e-06,-9.934606200000000165e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.141752600000000006e-01,5.556678395008031283e-03,-1.160859644454154084e-03,1.170996172576869131e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.111500000000000057e+02,-9.917309006154891859e-01,1.926509021902280631e-03,2.593582915608196125e-03,1.282941255671476155e-01,2.506858877943192503e-05,2.463275162443977499e-05,1.898015011948956385e-05,1.240759080813976480e-06,1.241795902687905182e-06,1.240521513627137082e-06,-9.928773300000000024e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.191411099999999945e-01,5.577266180095814124e-03,-1.138810380010985869e-03,1.170340828749056759e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.112000000000000028e+02,-9.905956822358988889e-01,2.890811344072970277e-03,2.098667533943674671e-03,1.367751188628584802e-01,2.506852579679898137e-05,2.458046547480821880e-05,1.903250468394286418e-05,1.240492428667589314e-06,1.241525477853438718e-06,1.240259068214779998e-06,-9.922692199999999518e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.241039899999999974e-01,5.587344230576048003e-03,-1.167243153368452370e-03,1.158439992639392381e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.112500000000000000e+02,-9.897170461983688661e-01,1.379167933850301061e-03,2.326292997584776274e-03,1.430134774106115725e-01,2.506829632091239210e-05,2.454016932019170621e-05,1.907313300262474063e-05,1.240226131530132328e-06,1.241254764439426185e-06,1.239997629839976277e-06,-9.916363000000000261e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.290637599999999996e-01,5.592409427590792209e-03,-1.194725288838559404e-03,1.183654989468053195e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.112999999999999972e+02,-9.894660005927539137e-01,1.797740435111872676e-03,4.777961584099878764e-04,1.447534922243314537e-01,2.506852141099388744e-05,2.450927557585258878e-05,1.910379427475387471e-05,1.239960158074794794e-06,1.240983897967992839e-06,1.239737208562900026e-06,-9.909785899999999925e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.340203100000000036e-01,5.665822531415093399e-03,-1.207222501143869441e-03,1.210802565554136914e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.113499999999999943e+02,-9.884307107270785542e-01,1.166320741335632192e-03,-8.567047695636520769e-04,1.516661987538054368e-01,2.506857817681327490e-05,2.446880152209030012e-05,1.914404938870777227e-05,1.239694507293826038e-06,1.240714196220165752e-06,1.239476478234906126e-06,-9.902961000000000125e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.389734999999999998e-01,5.665974616642183333e-03,-1.237773144846023585e-03,1.222519121021387175e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.114000000000000057e+02,-9.883469340478002740e-01,5.805833904400286910e-04,-3.871567686813035501e-04,1.522164609721177730e-01,2.506855633447039572e-05,2.445061065727993185e-05,1.916221388021542213e-05,1.239429193052950848e-06,1.240443949104634285e-06,1.239216945867791909e-06,-9.895888600000000146e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.439232300000000131e-01,5.731223624174460081e-03,-1.230108769461213218e-03,1.238662426513618010e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.114500000000000028e+02,-9.873217628775382559e-01,-1.252982929145119275e-03,7.449221927437901878e-04,1.587249560500686996e-01,2.506863654585226412e-05,2.441480262331798749e-05,1.919776265544372073e-05,1.239164197507403829e-06,1.240174769256074215e-06,1.238957071197823844e-06,-9.888568699999999989e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.488693500000000114e-01,5.722713417975965403e-03,-1.236842949387661084e-03,1.238745993137706052e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.115000000000000000e+02,-9.868128432228316926e-01,-3.836908198909226315e-03,1.568290176942756199e-03,1.618123328175722631e-01,2.506883837250796002e-05,2.437963976758258784e-05,1.923271171661027309e-05,1.238899528881600883e-06,1.239904898607134117e-06,1.238698391388062091e-06,-9.881001700000000554e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.538117499999999971e-01,5.773702810022386320e-03,-1.222313429952938749e-03,1.263781818062804409e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.115499999999999972e+02,-9.860297433435495362e-01,-1.722033937229837559e-03,5.000407722067188058e-04,1.665596884008821998e-01,2.506858110951064734e-05,2.434113915501307356e-05,1.927136864104096411e-05,1.238635153067560856e-06,1.239635861461339799e-06,1.238439535516743909e-06,-9.873187599999999620e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.587503100000000056e-01,5.805657291161462653e-03,-1.237232266342555217e-03,1.216998597417678213e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.115999999999999943e+02,-9.851617958310066037e-01,-1.262695029660575088e-03,1.924213112869312993e-03,1.716127589667637010e-01,2.506854254125327115e-05,2.430559219811163950e-05,1.930691827659635818e-05,1.238371127910440831e-06,1.239366986755325152e-06,1.238181090547662569e-06,-9.865126699999999804e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.636848999999999943e-01,5.816796794875810951e-03,-1.236303948995977516e-03,1.220755745452068363e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.116500000000000057e+02,-9.842952766541147591e-01,1.640691615718386544e-03,-1.925084178111796229e-04,1.765221782891063795e-01,2.506844122211491634e-05,2.427830491257759531e-05,1.933429094417607770e-05,1.238107425179862354e-06,1.239097911721371444e-06,1.237923446315991322e-06,-9.856819199999999892e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.686153999999999986e-01,5.796165389506524948e-03,-1.323610589789648347e-03,1.220703627429863772e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.117000000000000028e+02,-9.830925907122842755e-01,1.785436223339355961e-03,1.649219064586315625e-03,1.830930101903903429e-01,2.506831704453791565e-05,2.422029754895698545e-05,1.939232638597954630e-05,1.237844027486749570e-06,1.238828229807211934e-06,1.237666971754293389e-06,-9.848265299999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.735416800000000037e-01,5.803129620658815761e-03,-1.311588022687793951e-03,1.227939574110048287e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.117500000000000000e+02,-9.824959960947106108e-01,5.681272612282168774e-04,1.412643840786918055e-03,1.862774793866841527e-01,2.506819728887128295e-05,2.417932487853028046e-05,1.943345354344499647e-05,1.237580977118616527e-06,1.238558699571738862e-06,1.237410904864064832e-06,-9.839465099999999964e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.784636199999999895e-01,5.842420524207402391e-03,-1.349413035763953692e-03,1.210470941156791339e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.117999999999999972e+02,-9.815305261264515302e-01,-9.077453080162220696e-04,2.786323283895927871e-03,1.912831374767379189e-01,2.506807161169968161e-05,2.415320826231154460e-05,1.945963628038372233e-05,1.237318241091091395e-06,1.238290099081066606e-06,1.237154588435432960e-06,-9.830419000000000240e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.833810999999999913e-01,5.806738558535159619e-03,-1.345504463263575475e-03,1.257231269002972605e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.118499999999999943e+02,-9.805262752173774521e-01,-2.785994744175268253e-03,2.869459224630888528e-03,1.963472129809316069e-01,2.506842637165494666e-05,2.411035461235107790e-05,1.950207741909569815e-05,1.237055849624252288e-06,1.238020625142877102e-06,1.236899696514431194e-06,-9.821127099999999999e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.882939999999999892e-01,5.791032140877675621e-03,-1.322169936569593572e-03,1.282552575583853537e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.119000000000000057e+02,-9.801387110114465617e-01,-1.281991485945106323e-03,1.004903743229355146e-03,1.983064644511548513e-01,2.506861162793152696e-05,2.407414065404078285e-05,1.953805610376342473e-05,1.236793764296854338e-06,1.237751186079787106e-06,1.236645334540162930e-06,-9.811589699999999636e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.932021800000000011e-01,5.828766991010371837e-03,-1.320414150657422741e-03,1.242421169033897837e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.119500000000000028e+02,-9.790624053575793795e-01,-1.268851110905671242e-03,3.057982648224084107e-03,2.035334006358971159e-01,2.506832274030776358e-05,2.402221011890391948e-05,1.959025312630241351e-05,1.236532006539395233e-06,1.237483162605491255e-06,1.236390129759446789e-06,-9.801806899999999656e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.981055399999999966e-01,5.843846763316398567e-03,-1.352535920185068746e-03,1.208880321454397022e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.120000000000000000e+02,-9.774737238252587668e-01,-1.935235043994617621e-03,5.008659605790405410e-04,2.110476799915028401e-01,2.506811603159120018e-05,2.397184972683315848e-05,1.964085016549257234e-05,1.236270559800488865e-06,1.237215451532736528e-06,1.236135112807314732e-06,-9.791779200000000349e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.030039499999999886e-01,5.795697012755079806e-03,-1.430415138809835790e-03,1.199652502432559369e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.120499999999999972e+02,-9.764195824428489878e-01,-1.806292917904995425e-03,-1.009522713831292174e-04,2.158738662660817653e-01,2.506825067145984791e-05,2.392957005071185238e-05,1.968291302986397931e-05,1.236009431208086894e-06,1.236946470673389051e-06,1.235881921647873961e-06,-9.781506599999999496e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.078972799999999899e-01,5.766200977252901837e-03,-1.446617181124138993e-03,1.236935898838288075e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.120999999999999943e+02,-9.754163303012333142e-01,-3.449225116851835707e-03,1.290288314831154531e-03,2.203393305423098081e-01,2.506826448722262801e-05,2.386931999875085004e-05,1.974303922193938027e-05,1.235748633077545233e-06,1.236677352264126006e-06,1.235629488829499686e-06,-9.770989500000000216e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.127854100000000082e-01,5.781799048000055979e-03,-1.450555888898804680e-03,1.257230235068148563e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.121500000000000057e+02,-9.745294158763734282e-01,-4.446841583883443319e-03,1.824469911831507873e-03,2.242081945449878322e-01,2.506827957269126548e-05,2.383085401777770704e-05,1.978146213871832452e-05,1.235488155904594539e-06,1.236409323282602138e-06,1.235376609262722750e-06,-9.760228199999999577e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.176682299999999903e-01,5.771939177423118100e-03,-1.435702709165317904e-03,1.242481343538284332e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.122000000000000028e+02,-9.733672625052254279e-01,-2.693893622137399045e-03,-3.341661718150861914e-04,2.292352580935271833e-01,2.506829850788783957e-05,2.377930604156347396e-05,1.983295403511886574e-05,1.235228012116200233e-06,1.236141484019767036e-06,1.235124148941832633e-06,-9.749222800000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.225456000000000101e-01,5.761191008070220415e-03,-1.474534996024734045e-03,1.236518231335896872e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.122500000000000000e+02,-9.724415684709198926e-01,-2.116001817531249028e-03,1.082635963508738483e-03,2.331346099263172933e-01,2.506828536569747016e-05,2.371969750476964159e-05,1.989253088115677925e-05,1.234968187724318349e-06,1.235873799217305063e-06,1.234872109692905740e-06,-9.737973699999999955e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.274174099999999865e-01,5.794154669080961786e-03,-1.486102975186782233e-03,1.195259728082201031e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.122999999999999972e+02,-9.711066470061177069e-01,-1.728421888123659635e-03,2.006184743564710937e-03,2.386312383597064546e-01,2.506832018981709504e-05,2.366106519531621644e-05,1.995112219046604399e-05,1.234708687524323001e-06,1.235607378405897503e-06,1.234619430395788186e-06,-9.726481200000000049e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.322835299999999881e-01,5.799224319656608000e-03,-1.495010683921829285e-03,1.186896137926259824e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.123499999999999943e+02,-9.700717414851394160e-01,6.886627474338156193e-04,6.769889316991062160e-04,2.428165641005477771e-01,2.506832773783379754e-05,2.361432341214514589e-05,1.999787092729448762e-05,1.234449508967373044e-06,1.235340991720602260e-06,1.234367345674388798e-06,-9.714745500000000478e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.371438499999999894e-01,5.806662567902767108e-03,-1.523937624504019626e-03,1.148400997273069839e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.124000000000000057e+02,-9.688004732383856954e-01,4.251019479369405260e-04,1.192082418828558765e-03,2.478387404763839896e-01,2.506833401344191637e-05,2.357526207800857379e-05,2.003690314383889935e-05,1.234190646360432136e-06,1.235074816676243108e-06,1.234115722932094148e-06,-9.702766900000000527e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.419982400000000033e-01,5.774154128092248706e-03,-1.507046341177747679e-03,1.157050690434522017e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.124500000000000028e+02,-9.669015236423278425e-01,-1.645880566651187083e-03,8.672339418235315133e-04,2.551430629286156604e-01,2.506838356222632706e-05,2.350989875282764830e-05,2.010216867681927216e-05,1.233932110119355376e-06,1.234807852065834280e-06,1.233865491929958345e-06,-9.690545699999999485e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.468465800000000099e-01,5.724894993901482286e-03,-1.499906313945244436e-03,1.195993082749125490e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.125000000000000000e+02,-9.661092580127795815e-01,7.334810209815764140e-04,-1.197162724270496754e-03,2.581296774665789440e-01,2.506834686500223388e-05,2.344447227947838100e-05,2.016756351574617984e-05,1.233673889549715681e-06,1.234539942059471921e-06,1.233616771622356920e-06,-9.678082300000000471e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.516887400000000219e-01,5.766371135358749553e-03,-1.509611801286438789e-03,1.180024946582594212e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.125499999999999972e+02,-9.654906938470217970e-01,8.766163587726078519e-04,-1.125626803886885024e-03,2.604336472172020245e-01,2.506831842244288419e-05,2.339300769014743969e-05,2.021904144208427562e-05,1.233415978579219193e-06,1.234274116388500663e-06,1.233366659573334780e-06,-9.665377000000000551e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.565246199999999810e-01,5.821104817466575022e-03,-1.509227147965724663e-03,1.164275365387562860e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.125999999999999943e+02,-9.640070896484342899e-01,1.102301543237774618e-03,-2.315254520380163102e-03,2.658641676408635135e-01,2.506826999497394344e-05,2.335911384409887959e-05,2.025293600693603329e-05,1.233158386934443923e-06,1.234010016854742299e-06,1.233115503259209564e-06,-9.652429999999999621e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.613540799999999886e-01,5.779393459820137552e-03,-1.540009575611097801e-03,1.191851071384925380e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.126500000000000057e+02,-9.626673302720192282e-01,1.464575160586102653e-03,-1.264912360610993738e-03,2.706803765389392824e-01,2.506828480459983709e-05,2.328893937660368930e-05,2.032303320349010970e-05,1.232901105800295330e-06,1.233744363825021135e-06,1.232866475409883398e-06,-9.639241699999999691e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.661770099999999917e-01,5.802820818144666798e-03,-1.542998836233323758e-03,1.184524141951001034e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.127000000000000028e+02,-9.617239465868375747e-01,1.060164788978520478e-03,4.351190499241698118e-04,2.740177681893463668e-01,2.506828657947635089e-05,2.325740156407689666e-05,2.035456529924655977e-05,1.232644146572042334e-06,1.233479633183197394e-06,1.232617133548825533e-06,-9.625812400000000046e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.709932800000000030e-01,5.791320545054670643e-03,-1.504694821748742400e-03,1.164160131123002668e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.127500000000000000e+02,-9.604190186973684540e-01,1.225804493883760754e-03,2.362596181886400103e-04,2.785565474174308553e-01,2.506826845875198475e-05,2.320403030311863333e-05,2.040789121928236977e-05,1.232387507898708888e-06,1.233214715809424705e-06,1.232368596036355560e-06,-9.612142500000000478e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.758027800000000251e-01,5.786673143125441177e-03,-1.508073901149111678e-03,1.155130695968007272e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.127999999999999972e+02,-9.581018324880102854e-01,3.091622598990403752e-03,3.078687589139088732e-03,2.863945567491643640e-01,2.506827752032123551e-05,2.314464742450658452e-05,2.046722198330682340e-05,1.232131192196785333e-06,1.232949974186090489e-06,1.232120463198584581e-06,-9.598232199999999770e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.806053800000000154e-01,5.707114311006273796e-03,-1.491565113238085610e-03,1.113192562262670928e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.128499999999999943e+02,-9.573311312995568256e-01,3.282469514560053519e-03,2.109503882732102244e-03,2.889669192692572719e-01,2.506821161901485429e-05,2.307768455790648780e-05,2.053415581456421020e-05,1.231875165667560669e-06,1.232683171925228818e-06,1.231874929872963609e-06,-9.584082000000000434e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.854009699999999761e-01,5.744092865126022157e-03,-1.488385002478018063e-03,1.115451310633943207e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.129000000000000057e+02,-9.557445662501783401e-01,6.377771804539101967e-03,4.088651759484229417e-03,2.941002057749323995e-01,2.506797610866656718e-05,2.302277691640155095e-05,2.058929124549186427e-05,1.231619484774418025e-06,1.232418780988406335e-06,1.231627649085603710e-06,-9.569692300000000040e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.901894199999999757e-01,5.719223642273021067e-03,-1.509616499126471140e-03,1.088312808263093090e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.129500000000000028e+02,-9.538711189238980870e-01,3.514126836791377304e-03,1.963914280992938317e-03,3.001894109327352678e-01,2.506755036797487011e-05,2.294596990823587738e-05,2.066650494402586709e-05,1.231364063285890300e-06,1.232154096096325183e-06,1.231381279850007025e-06,-9.555063200000000201e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.949706200000000167e-01,5.705217949070487404e-03,-1.558386122743405430e-03,1.155517911020472605e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.130000000000000000e+02,-9.529701270388151180e-01,4.354502641832323946e-03,9.566244130875742324e-04,3.030314507573416138e-01,2.506791827720787996e-05,2.288273561469815178e-05,2.072934239356943721e-05,1.231109008687242106e-06,1.231889488462811812e-06,1.231135396818872940e-06,-9.540195299999999490e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.997444400000000009e-01,5.744691958836494264e-03,-1.565137118248493544e-03,1.151566050610556679e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.130499999999999972e+02,-9.512752024734687506e-01,2.626665613534002498e-03,1.829031506023326816e-03,3.083265224247921377e-01,2.506774724965605191e-05,2.282478264016626082e-05,2.078744016981495384e-05,1.230854242222757353e-06,1.231626750283134779e-06,1.230888379536369666e-06,-9.525088900000000525e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.045107799999999809e-01,5.732200189130570375e-03,-1.550576294939195370e-03,1.186517927685872345e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
1.130999999999999943e+02,-9.487436737170777956e-01,4.571056964765661014e-03,2.878944902934315025e-03,3.160004093293132810e-01,2.506756220801592978e-05,2.274015984705087461e-05,2.087222838416013442e-05,1.230599814863200353e-06,1.231363522285437187e-06,1.230642456995422296e-06,-9.509744399999999764e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.092694899999999802e-01,5.701025935873379850e-03,-1.571085575803848238e-03,1.164118807217351783e-03,5.000000000000000104e-03,-3.000000000000000062e-03,2.000000000000000042e-03
