t,y1_x,y1_y,y1_z,y2_x,y2_y,y2_z,w_x,w_y,w_z,q_true_1,q_true_2,q_true_3,q_true_4,r1_x,r1_y,r1_z,r2_x,r2_y,r2_z,sun_valid
0.000000,-0.308476,-0.693619,-0.650949,-63.835261,224.238334,20.908387,-0.000000,-0.001145,-0.000001,-0.011107,0.707020,0.585527,0.396432,0.188084,-0.901104,-0.390687,-52.873577,59.386369,220.692510,1
10.000000,-0.315418,-0.694376,-0.646803,-63.630519,225.440368,22.638913,-0.000001,-0.001145,-0.000000,-0.007757,0.704740,0.585581,0.400470,0.188086,-0.901103,-0.390687,-52.679596,60.937935,221.121112,1
20.000000,-0.324006,-0.693616,-0.643364,-62.492232,226.053878,25.297710,-0.000001,-0.001145,-0.000000,-0.004407,0.702438,0.585616,0.404495,0.188088,-0.901103,-0.390687,-52.472236,62.482437,221.552588,1
30.000000,-0.330978,-0.693754,-0.639655,-61.816249,226.668699,27.069068,-0.000000,-0.001145,-0.000001,-0.001057,0.700112,0.585631,0.408506,0.188090,-0.901103,-0.390687,-52.249705,64.022362,221.986905,1
40.000000,-0.337651,-0.694121,-0.635758,-61.592700,227.958379,29.044554,-0.000000,-0.001145,-0.000001,0.002293,0.697764,0.585628,0.412505,0.188092,-0.901102,-0.390687,-52.010317,65.560325,222.423914,1
50.000000,-0.346571,-0.693337,-0.631801,-60.210582,228.238937,31.005581,-0.000001,-0.001144,-0.000000,0.005643,0.695393,0.585605,0.416489,0.188094,-0.901102,-0.390686,-51.752507,67.099058,222.863342,1
60.000000,-0.353848,-0.692975,-0.628154,-59.502149,229.248224,33.593908,-0.000000,-0.001144,-0.000001,0.008993,0.692999,0.585563,0.420461,0.188096,-0.901102,-0.390686,-51.474838,68.641404,223.304791,1
70.000000,-0.360466,-0.692881,-0.624484,-59.131864,230.014556,35.503339,-0.000001,-0.001144,-0.000000,0.012343,0.690582,0.585502,0.424418,0.188098,-0.901101,-0.390686,-51.176011,70.190306,223.747733,1
80.000000,-0.368750,-0.692807,-0.619711,-58.253027,230.499055,37.375016,-0.000001,-0.001145,0.000000,0.015692,0.688143,0.585422,0.428362,0.188100,-0.901101,-0.390686,-50.854880,71.748797,224.191504,1
90.000000,-0.373805,-0.692936,-0.616530,-57.496400,231.396113,39.960386,-0.000001,-0.001145,-0.000000,0.019040,0.685681,0.585323,0.432291,0.188102,-0.901101,-0.390686,-50.510458,73.319990,224.635306,1
100.000000,-0.381361,-0.693672,-0.611051,-56.766936,232.457319,42.182840,-0.000001,-0.001145,-0.000000,0.022389,0.683197,0.585204,0.436207,0.188104,-0.901100,-0.390686,-50.141930,74.907059,225.078200,1
110.000000,-0.388061,-0.693725,-0.606757,-55.617140,232.203388,43.751128,-0.000000,-0.001145,-0.000000,0.025736,0.680691,0.585067,0.440108,0.188106,-0.901100,-0.390686,-49.748662,76.513233,225.519107,1
120.000000,-0.393876,-0.693673,-0.603059,-55.094087,233.126806,46.646406,-0.000000,-0.001145,-0.000001,0.029082,0.678162,0.584910,0.443994,0.188108,-0.901100,-0.390685,-49.330228,78.141808,225.956875,1
130.000000,-0.401676,-0.693071,-0.598590,-53.300728,233.810213,48.252964,-0.000001,-0.001145,-0.000001,0.032428,0.675611,0.584734,0.447866,0.188110,-0.901099,-0.390685,-48.886406,79.796110,226.390229,1
140.000000,-0.409086,-0.692312,-0.594434,-52.986366,234.177242,50.745960,-0.000001,-0.001145,-0.000001,0.035772,0.673038,0.584539,0.451724,0.188112,-0.901099,-0.390685,-48.417141,81.479420,226.817645,1
150.000000,-0.415408,-0.693602,-0.588517,-51.848706,235.263626,53.166324,-0.000000,-0.001145,-0.000001,0.039116,0.670443,0.584325,0.455567,0.188114,-0.901098,-0.390685,-47.922588,83.195011,227.237463,1
160.000000,-0.422012,-0.693298,-0.584160,-50.443704,236.144520,55.246521,-0.000001,-0.001145,-0.000001,0.042458,0.667826,0.584091,0.459395,0.188116,-0.901098,-0.390685,-47.403126,84.946126,227.647890,1
170.000000,-0.427861,-0.693707,-0.579402,-49.565704,237.197058,57.172459,-0.000001,-0.001145,-0.000001,0.045798,0.665187,0.583839,0.463207,0.188118,-0.901098,-0.390685,-46.859352,86.735963,228.047009,1
180.000000,-0.434507,-0.693748,-0.574384,-48.366119,237.571451,60.152420,0.000000,-0.001145,-0.000001,0.049137,0.662526,0.583567,0.467005,0.188120,-0.901097,-0.390684,-46.292095,88.567657,228.432775,1
190.000000,-0.441799,-0.693702,-0.568851,-47.270343,238.106992,62.473481,-0.000001,-0.001144,-0.000000,0.052475,0.659844,0.583277,0.470787,0.188122,-0.901097,-0.390684,-45.702409,90.444260,228.803030,1
200.000000,-0.447732,-0.693384,-0.564584,-45.539748,238.044750,64.838886,-0.000000,-0.001144,-0.000001,0.055811,0.657140,0.582967,0.474554,0.188124,-0.901097,-0.390684,-45.091583,92.368723,229.155505,1
210.000000,-0.455521,-0.693659,-0.557977,-44.555406,239.185723,66.777235,-0.000001,-0.001145,-0.000000,0.059144,0.654415,0.582638,0.478306,0.188126,-0.901096,-0.390684,-44.461133,94.343880,229.487827,1
220.000000,-0.460194,-0.693596,-0.554208,-42.380531,239.892106,69.496694,-0.000001,-0.001145,-0.000000,0.062477,0.651668,0.582290,0.482041,0.188128,-0.901096,-0.390684,-43.812805,96.372425,229.797531,1
230.000000,-0.468456,-0.693307,-0.547609,-40.456546,240.053084,71.703453,-0.000001,-0.001145,-0.000001,0.065806,0.648899,0.581923,0.485761,0.188130,-0.901096,-0.390684,-43.148572,98.456899,230.082067,1
240.000000,-0.472366,-0.694486,-0.542733,-39.403158,240.873183,74.234933,-0.000000,-0.001145,-0.000000,0.069134,0.646110,0.581537,0.489466,0.188132,-0.901095,-0.390684,-42.470627,100.599668,230.338810,1
250.000000,-0.478599,-0.693942,-0.537948,-37.088220,240.748194,76.743835,-0.000001,-0.001144,-0.000001,0.072460,0.643299,0.581132,0.493154,0.188134,-0.901095,-0.390683,-41.781380,102.802909,230.565072,1
260.000000,-0.486578,-0.693669,-0.531097,-35.012245,242.004578,79.849013,-0.000000,-0.001145,-0.000001,0.075783,0.640468,0.580708,0.496826,0.188136,-0.901095,-0.390683,-41.083453,105.068594,230.758113,1
270.000000,-0.492747,-0.692745,-0.526597,-33.797206,241.725774,81.838268,-0.000000,-0.001144,-0.000000,0.079104,0.637615,0.580265,0.500481,0.188138,-0.901094,-0.390683,-40.379666,107.398473,230.915153,1
280.000000,-0.498798,-0.692530,-0.521156,-31.564994,242.300677,84.536918,-0.000000,-0.001145,-0.000001,0.082422,0.634742,0.579803,0.504121,0.188140,-0.901094,-0.390683,-39.673032,109.794060,231.033387,1
290.000000,-0.504695,-0.692115,-0.516004,-28.653335,243.079738,87.000777,-0.000000,-0.001145,-0.000001,0.085737,0.631848,0.579322,0.507743,0.188142,-0.901093,-0.390683,-38.966747,112.256621,231.109992,1
300.000000,-0.509997,-0.693657,-0.508669,-26.510624,243.726343,89.409690,-0.000000,-0.001145,-0.000000,0.089050,0.628933,0.578822,0.511350,0.188144,-0.901093,-0.390683,-38.264174,114.787159,231.142149,1
310.000000,-0.516280,-0.694065,-0.501726,-23.619600,244.854576,91.680228,-0.000001,-0.001145,-0.000001,0.092360,0.625997,0.578304,0.514939,0.188146,-0.901093,-0.390682,-37.568833,117.386409,231.127050,1
320.000000,-0.519796,-0.694584,-0.497358,-20.884124,244.932130,93.615529,-0.000001,-0.001145,-0.000001,0.095666,0.623041,0.577766,0.518512,0.188148,-0.901092,-0.390682,-36.884385,120.054820,231.061915,1
330.000000,-0.527345,-0.693075,-0.491482,-18.080420,245.078881,96.394253,-0.000001,-0.001145,-0.000000,0.098970,0.620065,0.577209,0.522067,0.188150,-0.901092,-0.390682,-36.214621,122.792554,230.944003,1
340.000000,-0.533694,-0.693114,-0.484524,-14.932199,245.827685,99.046163,-0.000001,-0.001144,-0.000001,0.102270,0.617068,0.576633,0.525606,0.188152,-0.901092,-0.390682,-35.563441,125.599479,230.770631,1
350.000000,-0.537322,-0.693776,-0.479542,-12.001673,245.997051,101.033337,-0.000000,-0.001145,-0.000001,0.105567,0.614051,0.576039,0.529127,0.188154,-0.901091,-0.390682,-34.934838,128.475160,230.539183,1
360.000000,-0.543247,-0.693162,-0.473718,-8.583777,246.173924,103.283666,-0.000000,-0.001145,-0.000000,0.108861,0.611015,0.575426,0.532631,0.188156,-0.901091,-0.390682,-34.332886,131.418860,230.247127,1
370.000000,-0.548966,-0.694114,-0.465663,-5.894969,246.625319,105.009993,-0.000001,-0.001144,-0.000000,0.112151,0.607958,0.574793,0.536118,0.188158,-0.901091,-0.390682,-33.761714,134.429535,229.892026,1
380.000000,-0.555429,-0.692475,-0.460409,-1.986990,247.055356,108.047627,-0.000000,-0.001145,-0.000001,0.115437,0.604881,0.574143,0.539587,0.188161,-0.901090,-0.390681,-33.225494,137.505838,229.471552,1
390.000000,-0.559427,-0.693682,-0.453704,1.671715,247.621356,110.013107,-0.000000,-0.001145,0.000000,0.118719,0.601784,0.573473,0.543038,0.188163,-0.901090,-0.390681,-32.728421,140.646119,228.983498,1
400.000000,-0.564752,-0.692937,-0.448212,5.083508,247.869812,111.695568,-0.000000,-0.001144,-0.000000,0.121998,0.598668,0.572784,0.546472,0.188165,-0.901090,-0.390681,-32.274690,143.848427,228.425790,1
410.000000,-0.568682,-0.694296,-0.441083,9.633142,248.250566,113.252973,-0.000000,-0.001145,-0.000000,0.125273,0.595532,0.572077,0.549888,0.188167,-0.901089,-0.390681,-31.868484,147.110518,227.796498,1
420.000000,-0.574789,-0.693836,-0.433831,13.373792,248.594260,115.587271,-0.000001,-0.001145,-0.000001,0.128543,0.592377,0.571351,0.553285,0.188169,-0.901089,-0.390681,-31.513949,150.429860,227.093849,1
430.000000,-0.580674,-0.693025,-0.427241,18.391331,248.035295,116.763788,-0.000000,-0.001145,-0.000000,0.131810,0.589202,0.570606,0.556665,0.188171,-0.901088,-0.390681,-31.215179,153.803645,226.316231,1
440.000000,-0.584584,-0.693466,-0.421149,22.139642,249.237597,118.920801,-0.000001,-0.001144,-0.000000,0.135072,0.586008,0.569843,0.560026,0.188173,-0.901088,-0.390680,-30.976197,157.228792,225.462208,1
450.000000,-0.589095,-0.693568,-0.414644,27.088896,249.154574,120.139077,-0.000000,-0.001145,-0.000001,0.138329,0.582795,0.569061,0.563370,0.188175,-0.901088,-0.390680,-30.800935,160.701967,224.530523,1
460.000000,-0.593189,-0.693536,-0.408822,31.675640,249.515679,120.591544,-0.000001,-0.001145,-0.000001,0.141582,0.579562,0.568260,0.566694,0.188177,-0.901087,-0.390680,-30.693223,164.219588,223.520108,1
470.000000,-0.599379,-0.693175,-0.400317,36.138411,249.960369,121.605285,-0.000001,-0.001145,-0.000001,0.144831,0.576311,0.567441,0.570000,0.188179,-0.901087,-0.390680,-30.656762,167.777847,222.430089,1
480.000000,-0.602941,-0.694251,-0.393036,40.688951,249.954774,124.220438,-0.000000,-0.001145,-0.000000,0.148074,0.573041,0.566603,0.573288,0.188181,-0.901087,-0.390680,-30.695120,171.372718,221.259789,1
490.000000,-0.607288,-0.693973,-0.386785,46.361446,249.959403,123.761123,-0.000000,-0.001145,-0.000001,0.151313,0.569752,0.565747,0.576557,0.188183,-0.901086,-0.390680,-30.811709,174.999979,220.008736,1
500.000000,-0.613293,-0.692605,-0.379697,51.222183,250.693551,124.544629,-0.000000,-0.001145,-0.000001,0.154547,0.566444,0.564872,0.579806,0.188185,-0.901086,-0.390680,-31.009772,178.655224,218.676661,1
510.000000,-0.616149,-0.693122,-0.374088,56.955671,250.519194,124.925924,-0.000000,-0.001144,-0.000000,0.157776,0.563118,0.563979,0.583037,0.188187,-0.901086,-0.390679,-31.292375,182.333890,217.263502,1
520.000000,-0.620222,-0.693494,-0.366594,62.261514,250.234451,124.835167,-0.000001,-0.001145,-0.000001,0.161000,0.559774,0.563067,0.586249,0.188189,-0.901085,-0.390679,-31.662391,186.031263,215.769404,1
530.000000,-0.624382,-0.694495,-0.357525,68.038268,250.608646,124.924226,-0.000001,-0.001145,-0.000001,0.164218,0.556411,0.562137,0.589442,0.188191,-0.901085,-0.390679,-32.122491,189.742512,214.194718,1
540.000000,-0.629064,-0.692889,-0.352396,73.203858,250.497807,125.223164,-0.000000,-0.001145,-0.000001,0.167431,0.553030,0.561188,0.592615,0.188193,-0.901085,-0.390679,-32.675134,193.462696,212.540000,1
550.000000,-0.633615,-0.693687,-0.342536,78.394555,251.450082,124.496660,-0.000000,-0.001144,-0.000000,0.170639,0.549631,0.560221,0.595769,0.188195,-0.901084,-0.390679,-33.322561,197.186792,210.806008,1
560.000000,-0.636744,-0.693640,-0.336779,84.318366,250.413729,123.858983,-0.000000,-0.001144,-0.000000,0.173840,0.546214,0.559236,0.598903,0.188197,-0.901084,-0.390679,-34.066794,200.909755,208.993725,1
570.000000,-0.641339,-0.692633,-0.330066,89.563662,251.170939,123.041104,-0.000001,-0.001144,-0.000001,0.177037,0.542779,0.558232,0.602018,0.188199,-0.901084,-0.390678,-34.909671,204.626757,207.104485,1
580.000000,-0.644168,-0.693858,-0.321883,95.557709,250.479794,122.009222,-0.000000,-0.001145,-0.000000,0.180227,0.539326,0.557210,0.605113,0.188201,-0.901083,-0.390678,-35.852753,208.332657,205.139596,1
590.000000,-0.648091,-0.694000,-0.313596,101.270481,250.462733,120.175426,-0.000001,-0.001145,-0.000001,0.183412,0.535856,0.556170,0.608189,0.188203,-0.901083,-0.390678,-36.897351,212.022234,203.100506,1
600.000000,-0.653106,-0.692871,-0.305586,107.019494,250.487313,118.508124,-0.000001,-0.001144,-0.000002,0.186590,0.532368,0.555112,0.611244,0.188205,-0.901082,-0.390678,-38.044539,215.690283,200.988841,1
610.000000,-0.654832,-0.693934,-0.299417,112.660517,250.297217,116.784235,-0.000001,-0.001145,-0.000001,0.189763,0.528862,0.554036,0.614279,0.188207,-0.901082,-0.390678,-39.295153,219.331631,198.806400,1
620.000000,-0.659290,-0.693075,-0.291521,118.811173,250.644985,114.670692,-0.000001,-0.001145,-0.000001,0.192929,0.525340,0.552941,0.617295,0.188209,-0.901082,-0.390678,-40.649790,222.941157,196.555144,1
630.000000,-0.662040,-0.692620,-0.286324,123.626096,250.331175,112.430836,-0.000000,-0.001144,-0.000001,0.196089,0.521800,0.551828,0.620290,0.188211,-0.901081,-0.390678,-42.108815,226.513806,194.237189,1
640.000000,-0.665252,-0.693474,-0.276646,129.989533,250.465488,110.146172,-0.000000,-0.001145,-0.000000,0.199243,0.518243,0.550697,0.623265,0.188213,-0.901081,-0.390677,-43.672362,230.044613,191.854791,1
650.000000,-0.668801,-0.693372,-0.268217,135.758027,250.507224,106.956752,-0.000001,-0.001145,-0.000001,0.202390,0.514669,0.549549,0.626219,0.188215,-0.901081,-0.390677,-45.340340,233.528713,189.410340,1
660.000000,-0.671663,-0.693400,-0.260893,141.280671,249.576964,103.760986,-0.000001,-0.001145,-0.000001,0.205530,0.511078,0.548382,0.629153,0.188217,-0.901080,-0.390677,-47.112438,236.961356,186.906346,1
670.000000,-0.674902,-0.692821,-0.253980,146.738951,249.510106,100.900689,-0.000001,-0.001145,-0.000001,0.208664,0.507471,0.547197,0.632066,0.188219,-0.901080,-0.390677,-48.988135,240.337924,184.345428,1
680.000000,-0.676770,-0.693482,-0.247113,152.002525,250.238679,97.470539,-0.000000,-0.001145,-0.000000,0.211791,0.503847,0.545995,0.634959,0.188221,-0.901080,-0.390677,-50.966705,243.653938,181.730303,1
690.000000,-0.679806,-0.694045,-0.236993,157.527620,249.523849,94.034290,-0.000001,-0.001145,-0.000001,0.214910,0.500206,0.544774,0.637831,0.188223,-0.901079,-0.390677,-53.047229,246.905073,179.063776,1
700.000000,-0.683148,-0.693423,-0.229069,162.727220,249.224106,90.353322,-0.000000,-0.001144,0.000000,0.218023,0.496550,0.543536,0.640682,0.188225,-0.901079,-0.390676,-55.228602,250.087168,176.348725,1
710.000000,-0.685410,-0.692619,-0.224704,167.598882,249.199698,85.477145,-0.000000,-0.001144,-0.000001,0.221129,0.492876,0.542280,0.643512,0.188227,-0.901079,-0.390676,-57.509543,253.196228,173.588093,1
720.000000,-0.686971,-0.694140,-0.215037,172.557544,249.166597,80.619614,-0.000000,-0.001144,-0.000001,0.224228,0.489187,0.541006,0.646321,0.188229,-0.901078,-0.390676,-59.888611,256.228440,170.784873,1
730.000000,-0.690500,-0.692687,-0.208314,177.442893,248.538984,76.034125,0.000000,-0.001145,-0.000001,0.227319,0.485482,0.539714,0.649109,0.188231,-0.901078,-0.390676,-62.364208,259.180168,167.942101,1
740.000000,-0.692550,-0.693181,-0.199686,181.805437,248.695204,71.820785,-0.000001,-0.001144,-0.000000,0.230402,0.481761,0.538405,0.651875,0.188233,-0.901077,-0.390676,-64.934597,262.047967,165.062843,1
750.000000,-0.694762,-0.693553,-0.190499,186.739640,248.575997,66.361452,-0.000001,-0.001145,-0.000000,0.233479,0.478024,0.537078,0.654621,0.188235,-0.901077,-0.390676,-67.597911,264.828578,162.150185,1
760.000000,-0.696504,-0.693726,-0.183375,191.243229,248.190845,60.687622,-0.000001,-0.001145,-0.000000,0.236547,0.474271,0.535734,0.657344,0.188237,-0.901077,-0.390676,-70.352164,267.518936,159.207224,1
770.000000,-0.698761,-0.693626,-0.174975,195.526790,247.931065,55.602428,-0.000000,-0.001145,-0.000000,0.239608,0.470503,0.534372,0.660047,0.188239,-0.901076,-0.390675,-73.195264,270.116163,156.237058,1
780.000000,-0.700794,-0.693477,-0.167262,199.908039,247.249673,49.967828,-0.000000,-0.001145,-0.000001,0.242661,0.466719,0.532992,0.662727,0.188241,-0.901076,-0.390675,-76.125025,272.617574,153.242779,1
790.000000,-0.704148,-0.691799,-0.159968,203.221905,247.204081,44.054539,-0.000001,-0.001144,-0.000000,0.245706,0.462921,0.531596,0.665386,0.188243,-0.901076,-0.390675,-79.139175,275.020670,150.227461,1
800.000000,-0.704083,-0.693736,-0.151649,207.167939,246.796606,37.573372,-0.000001,-0.001145,-0.000000,0.248743,0.459107,0.530181,0.668024,0.188245,-0.901075,-0.390675,-82.235369,277.323138,147.194157,1
810.000000,-0.706149,-0.693159,-0.144513,210.668423,246.891814,31.228012,-0.000000,-0.001145,-0.000000,0.251772,0.455278,0.528750,0.670639,0.188247,-0.901075,-0.390675,-85.411202,279.522845,144.145891,1
820.000000,-0.708404,-0.692858,-0.134580,213.945512,246.473258,24.845194,-0.000001,-0.001145,-0.000001,0.254792,0.451434,0.527301,0.673233,0.188249,-0.901075,-0.390675,-88.664212,281.617837,141.085650,1
830.000000,-0.709839,-0.692643,-0.127958,216.380208,246.136148,18.658426,-0.000000,-0.001145,-0.000000,0.257805,0.447575,0.525835,0.675804,0.188252,-0.901074,-0.390674,-91.991898,283.606327,138.016381,1
840.000000,-0.711166,-0.692762,-0.119683,219.529778,245.796107,11.745860,0.000000,-0.001145,-0.000000,0.260808,0.443702,0.524351,0.678353,0.188254,-0.901074,-0.390674,-95.391723,285.486694,134.940986,1
850.000000,-0.711056,-0.694052,-0.112654,222.093722,245.590054,4.729978,-0.000001,-0.001145,-0.000001,0.263804,0.439814,0.522851,0.680880,0.188256,-0.901074,-0.390674,-98.861124,287.257477,131.862316,1
860.000000,-0.713050,-0.693482,-0.103163,224.038625,245.101974,-1.343258,-0.000001,-0.001145,-0.000001,0.266790,0.435912,0.521333,0.683385,0.188258,-0.901073,-0.390674,-102.397519,288.917364,128.783170,1
870.000000,-0.713476,-0.694324,-0.094163,226.194319,244.961190,-9.030563,-0.000000,-0.001145,-0.000001,0.269768,0.431996,0.519798,0.685868,0.188260,-0.901073,-0.390674,-105.998315,290.465187,125.706293,1
880.000000,-0.716273,-0.692306,-0.087552,228.570380,244.325076,-16.209291,-0.000000,-0.001145,-0.000001,0.272737,0.428065,0.518247,0.688328,0.188262,-0.901072,-0.390674,-109.660915,291.899912,122.634369,1
890.000000,-0.715606,-0.694150,-0.077870,229.783600,244.510265,-22.997144,-0.000000,-0.001144,-0.000001,0.275698,0.424120,0.516678,0.690765,0.188264,-0.901072,-0.390674,-113.382721,293.220637,119.570028,1
900.000000,-0.716731,-0.693621,-0.072023,231.262201,243.854945,-29.875918,-0.000001,-0.001145,-0.000001,0.278649,0.420162,0.515092,0.693180,0.188266,-0.901072,-0.390673,-117.161139,294.426577,116.515837,1
910.000000,-0.717382,-0.693805,-0.063232,232.235287,243.441621,-38.022479,-0.000000,-0.001145,-0.000000,0.281591,0.416190,0.513490,0.695572,0.188268,-0.901071,-0.390673,-120.993586,295.517062,113.474303,1
920.000000,-0.718425,-0.693403,-0.055304,232.820406,243.802509,-46.018921,-0.000001,-0.001144,-0.000000,0.284524,0.412204,0.511871,0.697942,0.188270,-0.901071,-0.390673,-124.877490,296.491523,110.447877,1
930.000000,-0.718824,-0.693777,-0.044343,233.381258,242.923310,-53.647339,-0.000001,-0.001145,-0.000001,0.287447,0.408205,0.510235,0.700288,0.188272,-0.901071,-0.390673,-128.810296,297.349493,107.438947,1
940.000000,-0.718152,-0.694835,-0.038248,233.954048,243.047299,-60.694804,-0.000000,-0.001144,-0.000000,0.290361,0.404192,0.508582,0.702612,0.188274,-0.901070,-0.390673,-132.789463,298.090591,104.449845,1
950.000000,-0.719241,-0.694162,-0.028831,233.539725,242.596567,-68.910086,-0.000000,-0.001145,-0.000001,0.293266,0.400166,0.506913,0.704913,0.188276,-0.901070,-0.390673,-136.812473,298.714524,101.482848,1
960.000000,-0.721348,-0.692244,-0.021333,233.793271,242.949290,-76.369986,-0.000000,-0.001145,-0.000000,0.296161,0.396127,0.505227,0.707190,0.188278,-0.901070,-0.390672,-140.876825,299.221071,98.540176,1
970.000000,-0.720204,-0.693622,-0.013952,233.193210,241.403160,-83.749361,-0.000001,-0.001145,-0.000001,0.299046,0.392075,0.503524,0.709445,0.188280,-0.901069,-0.390672,-144.980038,299.610085,95.623998,1
980.000000,-0.720924,-0.692997,-0.004903,231.968262,241.883350,-92.137940,-0.000001,-0.001145,-0.000001,0.301922,0.388010,0.501805,0.711676,0.188282,-0.901069,-0.390672,-149.119652,299.881483,92.736431,1
990.000000,-0.720204,-0.693755,0.003100,231.055604,241.607254,-99.765396,-0.000000,-0.001144,-0.000001,0.304787,0.383933,0.500070,0.713884,0.188284,-0.901069,-0.390672,-153.293227,300.035244,89.879547,1
1000.000000,-0.721330,-0.692479,0.012483,229.427660,241.367026,-106.878372,-0.000001,-0.001145,-0.000000,0.307643,0.379843,0.498318,0.716069,0.188286,-0.901068,-0.390672,-157.498341,300.071401,87.055368,1
1010.000000,-0.719687,-0.694006,0.020165,227.500478,240.880374,-115.300512,-0.000000,-0.001145,-0.000000,0.310489,0.375740,0.496550,0.718230,0.188288,-0.901068,-0.390672,-161.732591,299.990040,84.265877,1
1020.000000,-0.719501,-0.693892,0.028849,226.563329,240.566094,-122.303967,-0.000001,-0.001145,-0.000000,0.313324,0.371625,0.494766,0.720367,0.188290,-0.901068,-0.390672,-165.993589,299.791294,81.513013,1
1030.000000,-0.719674,-0.693402,0.035531,223.948081,240.668651,-129.967601,-0.000001,-0.001145,-0.000001,0.316149,0.367498,0.492965,0.722482,0.188292,-0.901067,-0.390671,-170.278962,299.475342,78.798681,1
1040.000000,-0.718506,-0.694039,0.045377,221.769349,239.775622,-137.400345,-0.000001,-0.001144,-0.000001,0.318964,0.363359,0.491149,0.724572,0.188294,-0.901067,-0.390671,-174.586352,299.042408,76.124748,1
1050.000000,-0.719011,-0.692892,0.054084,219.041590,239.597059,-145.312142,-0.000001,-0.001145,-0.000001,0.321769,0.359208,0.489316,0.726639,0.188296,-0.901066,-0.390671,-178.913410,298.492755,73.493046,1
1060.000000,-0.717159,-0.694176,0.061658,216.012660,239.587255,-152.578081,-0.000001,-0.001144,-0.000000,0.324562,0.355046,0.487468,0.728682,0.188298,-0.901066,-0.390671,-183.257799,297.826686,70.905379,1
1070.000000,-0.716800,-0.693695,0.070606,212.476651,239.450907,-159.809328,-0.000000,-0.001145,-0.000001,0.327346,0.350872,0.485603,0.730701,0.188300,-0.901066,-0.390671,-187.617189,297.044544,68.363522,1
1080.000000,-0.716134,-0.693626,0.077687,209.004520,238.556455,-166.454204,-0.000001,-0.001145,-0.000000,0.330118,0.346686,0.483722,0.732696,0.188302,-0.901065,-0.390671,-191.989256,296.146710,65.869220,1
1090.000000,-0.716151,-0.692589,0.086308,205.429127,238.949836,-174.193905,-0.000001,-0.001145,-0.000001,0.332880,0.342489,0.481826,0.734667,0.188304,-0.901065,-0.390670,-196.371680,295.133604,63.424196,1
1100.000000,-0.714284,-0.693526,0.093912,201.183485,238.728192,-181.135205,-0.000000,-0.001144,-0.000001,0.335631,0.338281,0.479914,0.736615,0.188306,-0.901065,-0.390670,-200.762146,294.005685,61.030146,1
1110.000000,-0.712915,-0.693740,0.102355,196.968612,238.469967,-188.292962,-0.000000,-0.001144,-0.000001,0.338371,0.334061,0.477986,0.738538,0.188308,-0.901064,-0.390670,-205.158339,292.763449,58.688746,1
1120.000000,-0.713071,-0.692586,0.108877,193.225217,238.247936,-194.721702,-0.000001,-0.001144,-0.000001,0.341099,0.329831,0.476043,0.740437,0.188310,-0.901064,-0.390670,-209.557946,291.407435,56.401647,1
1130.000000,-0.710975,-0.693140,0.118623,188.054154,237.971116,-201.734821,-0.000000,-0.001144,-0.000001,0.343817,0.325590,0.474083,0.742311,0.188312,-0.901064,-0.390670,-213.958654,289.938220,54.170482,1
1140.000000,-0.710042,-0.692743,0.126283,182.686232,238.433737,-208.612693,-0.000001,-0.001144,-0.000000,0.346523,0.321338,0.472109,0.744162,0.188314,-0.901063,-0.390670,-218.358219,288.356422,51.996833,1
1150.000000,-0.707794,-0.693267,0.135679,177.817480,238.301539,-214.826153,-0.000001,-0.001144,-0.000001,0.349218,0.317076,0.470119,0.745988,0.188316,-0.901063,-0.390670,-222.754396,286.662629,49.882244,1
1160.000000,-0.705338,-0.694231,0.143324,172.038882,237.406491,-220.891786,-0.000001,-0.001144,-0.000001,0.351902,0.312803,0.468113,0.747789,0.188318,-0.901063,-0.390669,-227.144755,284.857440,47.828296,1
1170.000000,-0.704353,-0.693437,0.151761,166.294242,237.645550,-227.101031,-0.000000,-0.001144,-0.000000,0.354574,0.308520,0.466093,0.749566,0.188320,-0.901062,-0.390669,-231.526859,282.941506,45.836551,1
1180.000000,-0.701748,-0.693865,0.161558,160.721710,237.473895,-232.798891,-0.000000,-0.001144,-0.000001,0.357235,0.304227,0.464057,0.751319,0.188322,-0.901062,-0.390669,-235.898269,280.915540,43.908549,1
1190.000000,-0.701029,-0.693205,0.167407,154.972032,237.558114,-238.624285,-0.000000,-0.001145,-0.000000,0.359883,0.299924,0.462006,0.753047,0.188324,-0.901061,-0.390669,-240.256540,278.780307,42.045814,1
1200.000000,-0.699045,-0.693032,0.176190,148.401317,237.189284,-243.996233,-0.000000,-0.001145,-0.000000,0.362521,0.295612,0.459939,0.754751,0.188326,-0.901061,-0.390669,-244.599227,276.536634,40.249847,1
1210.000000,-0.697548,-0.693390,0.180657,142.033295,237.001578,-249.612093,-0.000000,-0.001145,-0.000001,0.365146,0.291289,0.457858,0.756429,0.188328,-0.901061,-0.390669,-248.923883,274.185404,38.522124,1
1220.000000,-0.695003,-0.693102,0.191263,134.762931,237.089675,-254.554092,-0.000001,-0.001144,0.000000,0.367759,0.286957,0.455762,0.758083,0.188330,-0.901060,-0.390668,-253.228060,271.727560,36.864099,1
1230.000000,-0.691890,-0.693816,0.199771,128.061967,236.615805,-259.302901,-0.000001,-0.001145,-0.000001,0.370360,0.282616,0.453650,0.759712,0.188332,-0.901060,-0.390668,-257.509312,269.164105,35.277200,1
